iter	Logloss
967	0.2584540682
968	0.2584117289
969	0.2583212317
970	0.2582059344
971	0.2579951098
972	0.2579412581
973	0.2578291099
974	0.2576007505
975	0.2575460222
976	0.2574137374
977	0.2573828297
978	0.2573365361
979	0.2573123652
980	0.2572156884
981	0.2571570576
982	0.2570964922
983	0.2569661172
984	0.2568219353
985	0.2567346743
986	0.2567250456
987	0.2566292699
988	0.2564798062
989	0.2563734857
990	0.2562629455
991	0.2562353819
992	0.2560954357
993	0.255939208
994	0.2558836884
995	0.2558499494
996	0.2557628855
997	0.2555767723
998	0.2555287538
999	0.2555077299
