iter	Logloss
252	0.3521022694
253	0.3519601181
254	0.3516185773
255	0.3513396954
256	0.3512184285
257	0.3510229993
258	0.3507986782
259	0.3506070075
260	0.3505697223
261	0.3505576868
262	0.3503976011
263	0.3499081467
264	0.3496888656
265	0.3492788577
266	0.3490406177
267	0.3485999858
268	0.3485909206
269	0.3483486208
270	0.3480117822
271	0.3477855224
272	0.3473703232
273	0.3471530334
274	0.3471346809
275	0.3470078471
276	0.3468841476
277	0.3466419911
278	0.346411214
279	0.3461525103
280	0.3460318166
281	0.3458352798
282	0.345479374
283	0.3453646058
284	0.3451589598
285	0.344975032
286	0.3446250215
287	0.3445167895
288	0.3443987564
289	0.3442854982
290	0.3441372804
291	0.343530253
292	0.343373779
293	0.3431636123
294	0.3430615043
295	0.3429594286
296	0.3428410003
297	0.3426943546
298	0.3424757804
299	0.3424676686
300	0.3420362405
301	0.3418255467
302	0.3417564872
303	0.341281038
304	0.3410853515
305	0.3408099258
306	0.340689629
307	0.3405170445
308	0.3403554649
309	0.3400100513
310	0.3398703135
311	0.3396308794
312	0.3396230866
313	0.3393395743
314	0.3392808141
315	0.3387612397
316	0.3385044661
317	0.3383761138
318	0.3375145037
319	0.3372938327
320	0.3369560072
321	0.3366669885
322	0.3364689461
323	0.3363635768
324	0.3362243
325	0.3358905833
326	0.3355382324
327	0.3352438933
328	0.3347074012
329	0.3345868812
330	0.3343979631
331	0.3343905049
332	0.3341278885
333	0.333553
334	0.3333379519
335	0.3331412125
336	0.3327690683
337	0.3325126498
338	0.3323224529
339	0.3321317766
340	0.3321220327
341	0.331731867
342	0.3317250453
343	0.3315519102
344	0.3314204898
345	0.3312236014
346	0.331048479
347	0.330891168
348	0.3306869932
349	0.3304561191
350	0.3303216218
351	0.3301126377
352	0.3297273508
353	0.3295498594
354	0.3293138198
355	0.3287938803
356	0.3287350874
357	0.3286778445
358	0.3283860854
359	0.3282229468
360	0.3280046024
361	0.3274969721
362	0.3273590868
363	0.3271930322
364	0.3269970137
365	0.3266399438
366	0.3262801418
367	0.3261658171
368	0.3260250177
369	0.325952293
370	0.3257538072
371	0.3256144533
372	0.3254374442
373	0.3252703773
374	0.3250113471
375	0.3246060992
376	0.32440394
377	0.3240220574
378	0.3238746494
379	0.3237859765
380	0.323606407
381	0.3235634461
382	0.32333431
383	0.3233261836
384	0.323122833
385	0.3229827382
386	0.32273819
387	0.3224821718
388	0.3219398256
389	0.3219102612
390	0.3217568412
391	0.3217060982
392	0.3215451216
393	0.3215317566
394	0.3213219611
395	0.3211323536
396	0.3208222207
397	0.3204095857
398	0.3202227579
399	0.3200480601
400	0.3196213369
401	0.3195366583
402	0.3194505303
403	0.3193953075
404	0.3192267302
405	0.3189430481
406	0.3187113068
407	0.3184732706
408	0.3181883574
409	0.318087301
410	0.3179214224
411	0.3178293686
412	0.3177086424
413	0.3175563328
414	0.3174130281
415	0.3170878602
416	0.3168206653
417	0.3168048012
418	0.3166673551
419	0.3166226414
420	0.316570195
421	0.3165509251
422	0.3163969473
423	0.3159189798
424	0.3155786549
425	0.3153956719
426	0.3153141669
427	0.3150175468
428	0.3149454781
429	0.3147920664
430	0.3147541514
431	0.3145597738
432	0.314419809
433	0.3142287327
434	0.3141519642
435	0.3140005706
436	0.3138908537
437	0.3137023069
438	0.3134488253
439	0.3131821121
440	0.3130095172
441	0.3128422408
442	0.3125949058
443	0.3123702878
444	0.3123152826
445	0.3121702508
446	0.3121363231
447	0.3120373038
448	0.3117889791
449	0.3117688358
450	0.3115797927
451	0.3114210743
452	0.3110015354
453	0.3109128256
454	0.3106843454
455	0.3103761439
456	0.3099445954
457	0.3097267418
458	0.3096894924
459	0.3094126639
460	0.3093328037
461	0.309212613
462	0.3090167264
463	0.3088245985
464	0.3087627721
465	0.3086396684
466	0.3085297613
467	0.3084080039
468	0.3082831165
469	0.3080175967
470	0.3077998834
471	0.3075625485
472	0.3075251134
473	0.3072422105
474	0.307184322
475	0.3070936409
476	0.3067375755
477	0.3064602727
478	0.30598653
479	0.3058947569
480	0.3057942075
481	0.3057228142
482	0.3056100861
483	0.3055063543
484	0.3052919873
485	0.305173428
486	0.305061221
487	0.3048995431
488	0.3048159543
489	0.3044831738
490	0.3043375754
491	0.3041775669
492	0.3040659986
493	0.3039613881
494	0.3038684423
495	0.3037271912
496	0.3036650961
497	0.3035751799
498	0.3034084817
499	0.303279425
500	0.3030295659
501	0.3028065454
502	0.3027024579
503	0.3025712745
504	0.3024746641
505	0.3022411077
506	0.3018474627
507	0.3018038772
508	0.3017308187
509	0.3016330242
510	0.3013520513
511	0.3011420305
512	0.3009467003
513	0.3005852771
514	0.3003788146
515	0.3002180295
516	0.2999930584
517	0.2996605427
518	0.2995081164
519	0.299021683
520	0.2990196567
521	0.2989278263
522	0.298687312
523	0.2985630912
524	0.2979872087
525	0.2979306698
526	0.2979069584
527	0.2977069855
528	0.2976123406
529	0.2975273466
530	0.2973267484
531	0.2972059353
532	0.2970900003
533	0.2968502622
534	0.2967564614
535	0.296620618
536	0.2965955265
537	0.2965434917
538	0.2962240788
539	0.2961462911
540	0.2960517607
541	0.295853414
542	0.2957374406
543	0.2955412254
544	0.2955137614
545	0.2954078383
546	0.295185784
547	0.2951373425
548	0.2948953079
549	0.2947244292
550	0.2943757029
551	0.2943010523
552	0.2940586669
553	0.2939613226
554	0.2938960339
555	0.2938716902
556	0.2936651191
557	0.2934571584
558	0.2933746369
559	0.2932584532
560	0.2931262296
561	0.2927640471
562	0.2925386872
563	0.2923345178
564	0.292191043
565	0.2921026702
566	0.292029048
567	0.2919613296
568	0.2918939369
569	0.291868353
570	0.2913616896
571	0.2913443141
572	0.291195288
573	0.2910375628
574	0.2908266322
575	0.2907739831
576	0.2907101364
577	0.2905479353
578	0.2905464266
579	0.2905037474
580	0.290500014
581	0.2903234551
582	0.2902289056
583	0.2900966385
584	0.2898734054
585	0.2898089283
586	0.289645329
587	0.2895531556
588	0.2894304675
589	0.2893590445
590	0.2891763042
591	0.289131102
592	0.2890835543
593	0.2888981233
594	0.2887229451
595	0.2885366743
596	0.2884097151
597	0.2882805025
598	0.2881100292
599	0.2879876966
600	0.2879388001
601	0.2876875086
602	0.2875931579
603	0.2875450406
604	0.2874847377
605	0.2873660949
606	0.2872136365
607	0.28716861
608	0.2869362754
609	0.2865757468
610	0.2864323347
611	0.2860228422
612	0.2858529972
613	0.2856764644
614	0.2853943673
615	0.2852841511
616	0.2852403027
617	0.2850278123
618	0.2848875077
619	0.2848202573
620	0.2843276295
621	0.2841718878
622	0.2839150475
623	0.2836619426
624	0.2832319444
625	0.2830118623
626	0.2828677833
627	0.2827960984
628	0.2824731423
629	0.2823260126
630	0.2820805857
631	0.2818806387
632	0.2817383945
633	0.2815103559
634	0.2812830455
635	0.2812138738
636	0.2811056665
637	0.2808604338
638	0.2807913552
639	0.2806096881
640	0.2805085669
641	0.2804432749
642	0.2802393153
643	0.2800893559
644	0.2800523136
645	0.28000759
646	0.2799722366
647	0.2798506401
648	0.2797255158
649	0.2795217657
650	0.2794681438
651	0.2792207295
652	0.2789885795
653	0.278731453
654	0.2786533155
655	0.2786125748
656	0.2785413981
657	0.2785031726
658	0.27845569
659	0.2784365097
660	0.2782689627
661	0.2782541813
662	0.2781776113
663	0.278045948
664	0.2780012628
665	0.2778730884
666	0.2777805925
667	0.277626911
668	0.2771933319
669	0.2769549996
670	0.276931168
671	0.2767072834
672	0.2766909446
673	0.276517418
674	0.2764892754
675	0.2762464126
676	0.2761700697
677	0.2760882904
678	0.2760504208
679	0.2759883324
680	0.2759454878
681	0.275686211
682	0.2752662586
683	0.2751376797
684	0.2750574012
685	0.2750403737
686	0.2749452564
687	0.2749319821
688	0.274780276
689	0.2745806914
690	0.2743425455
691	0.2741726487
692	0.2740115853
693	0.2739217433
694	0.273841313
695	0.2737357361
696	0.2734306432
697	0.2733208181
698	0.2732845838
699	0.2730589563
700	0.2729181452
701	0.2727485824
702	0.2726449924
703	0.27244178
704	0.2720765339
705	0.2720268574
706	0.2719559212
707	0.2717135226
708	0.2715383316
709	0.271525711
710	0.2713756475
711	0.2713061559
712	0.2711509334
713	0.2710036495
714	0.2707687186
715	0.270542425
716	0.2704504399
717	0.2702203248
718	0.2701490854
719	0.2700285497
720	0.2698873381
721	0.2697654812
722	0.2694695671
723	0.2693805512
724	0.2692966393
725	0.2691431815
726	0.2691238114
727	0.2687760455
728	0.2686267484
729	0.2683835653
730	0.2680508514
731	0.268009694
732	0.2679415657
733	0.2678535942
734	0.2677767715
735	0.2677671528
736	0.2677581237
737	0.2677454175
738	0.2676627555
739	0.2675932302
740	0.2672091508
741	0.2671652202
742	0.2669968032
743	0.2668629874
744	0.2666701002
745	0.2666141421
746	0.2664680385
747	0.2664028086
748	0.2663731695
749	0.2662367156
750	0.2659221613
751	0.265693322
752	0.2656097715
753	0.2655627469
754	0.265351228
755	0.2650751782
756	0.2649335326
757	0.2647234376
758	0.2646287291
759	0.2645723493
760	0.2644504509
761	0.2643547996
762	0.2641768312
763	0.2641513623
764	0.2638643085
765	0.2637319178
766	0.2636541803
767	0.2635275448
768	0.2634722668
769	0.2631611424
770	0.2630237596
771	0.2628363766
772	0.2625915206
773	0.262344815
774	0.2622645366
775	0.2621283313
776	0.2620905535
777	0.2620173726
778	0.2619385498
779	0.2619084022
780	0.2617031711
781	0.2614417473
782	0.2612536259
783	0.2611741267
784	0.2610525411
785	0.2608766946
786	0.2606479354
787	0.2606059524
788	0.2605088716
789	0.2604332658
790	0.2604226592
791	0.2602274691
792	0.2600956223
793	0.2599156357
794	0.2598131882
795	0.2597893187
796	0.2597717644
797	0.2597382278
798	0.2595930594
799	0.2594744489
800	0.2594555731
801	0.2591785009
802	0.2588829526
803	0.2586619336
804	0.2585505535
805	0.2584025737
806	0.258396077
807	0.2583034772
808	0.2582228718
809	0.2581564269
810	0.2579674995
811	0.2578811245
812	0.2577189199
813	0.2576654857
814	0.2576362347
815	0.2573375997
816	0.2572920867
817	0.2571701944
818	0.2570983453
819	0.2570608689
820	0.25694284
821	0.2568149703
822	0.2566384799
823	0.2564027488
824	0.2562742741
825	0.2560847711
826	0.255803581
827	0.2557161137
828	0.2556209837
829	0.2555686957
830	0.2554621306
831	0.2550605257
832	0.2550086607
833	0.2548056356
834	0.2546406327
835	0.2545394066
836	0.2544722577
837	0.2544253368
838	0.2542987533
839	0.25414695
840	0.2539906502
841	0.2537346443
842	0.2535115826
843	0.2532965727
844	0.2531020868
845	0.2528075287
846	0.2526596339
847	0.2525291456
848	0.2525055022
849	0.2524032347
850	0.2523119702
851	0.252150158
852	0.2520697761
853	0.2518683358
854	0.2517473347
855	0.2516568588
856	0.2514457902
857	0.2513782751
858	0.2513190892
859	0.2511570994
860	0.2509926494
861	0.2508105615
862	0.2507738278
863	0.2506593189
864	0.2506181291
865	0.250528811
866	0.2502418008
867	0.2501593358
868	0.2500619974
869	0.2499589997
870	0.2498266145
871	0.2497540806
872	0.2496996244
873	0.2494098333
874	0.2492610245
875	0.2491831435
876	0.2490360682
877	0.2488971312
878	0.248706345
879	0.2485807386
880	0.2484842126
881	0.2484654321
882	0.2484261025
883	0.2482222804
884	0.2480580843
885	0.2478719168
886	0.2478196469
887	0.2476768932
888	0.2476058346
889	0.2475152139
890	0.24740845
891	0.2471831462
892	0.2471071193
893	0.2470427705
894	0.2468703598
895	0.2467042192
896	0.2466128093
897	0.2465429557
898	0.2463209714
899	0.2461607382
900	0.246096248
901	0.2460307129
902	0.2459502851
903	0.2458148629
904	0.2457031101
905	0.2454796376
906	0.2453872586
907	0.2452698659
908	0.2450673267
909	0.2448254447
910	0.244697399
911	0.2446298028
912	0.2445785603
913	0.244363913
914	0.2442078047
915	0.2439834519
916	0.243953033
917	0.2438055045
918	0.2437278758
919	0.2435746629
920	0.2435222086
921	0.2433905952
922	0.2431853656
923	0.2431095548
924	0.2429906981
925	0.2428938755
926	0.2428251148
927	0.2428075549
928	0.2427272117
929	0.2426536957
930	0.2425678008
931	0.2424169447
932	0.2423738964
933	0.2420282384
934	0.2419109658
935	0.2418231569
936	0.2416822449
937	0.2415592034
938	0.2413409667
939	0.2412359245
940	0.2411638147
941	0.2410549024
942	0.240821211
943	0.2408110301
944	0.2407584145
945	0.2406060469
946	0.2405738408
947	0.2405342691
948	0.2404540495
949	0.2403240475
950	0.2402727197
951	0.2402137812
952	0.2401175747
953	0.2399921852
954	0.2397807932
955	0.2397435787
956	0.2397117591
957	0.2396518298
958	0.2395965118
959	0.2394380524
960	0.23933876
961	0.2392670945
962	0.2392436254
963	0.239236368
964	0.2392012847
965	0.2390512207
966	0.238813524
967	0.238723976
968	0.238696216
969	0.2384920161
970	0.2384314607
971	0.2383294972
972	0.2382561728
973	0.2381976005
974	0.2381140602
975	0.2380102614
976	0.2379489641
977	0.2377108265
978	0.2376837605
979	0.2374074722
980	0.2373088222
981	0.2372323734
982	0.2371736929
983	0.2371719074
984	0.2371125347
985	0.2369832233
986	0.2367985432
987	0.2366816485
988	0.2365250659
989	0.2364461268
990	0.2362979199
991	0.2361606552
992	0.2360375456
993	0.2358719369
994	0.2357109968
995	0.2356746362
996	0.2355871176
997	0.2354048298
998	0.2353083757
999	0.2352019287
